gene	gene_name	pvalue	n	n_indep	p_i_best	t_i_best	p_i_worst	t_i_worst	eigen_max	eigen_min	eigen_min_kept	z_min	z_max	z_mean	z_sd	tmi	status
ENSG00000163472.18	TMEM79	0.460081186	9	1	0.456607648	mashr_Brain_Substantia_nigra	0.529142622	mashr_Brain_Amygdala	8.503605336	2.09E-17	8.503605336	-0.74444443	0.74444443	0.394663827	0.63720467	1	0
ENSG00000135521.8	LTV1	0.460236814	2	1	0.122144821	mashr_Pituitary	0.628005464	mashr_Brain_Nucleus_accumbens_basal_ganglia	1.032746481	0.967253519	1.032746481	0.484536082	1.545833349	1.015184715	0.750450495	1	0
ENSG00000230415.1	LINC01786	0.460309333	8	1	0.276633922	mashr_Brain_Putamen_basal_ganglia	0.833667678	mashr_Brain_Hypothalamus	5.184788846	7.89E-19	5.184788846	-1.087912083	0.209999993	-0.544839427	0.543906209	1	0
ENSG00000173214.5	MFSD4B	0.460380886	11	1	0.103606663	mashr_Brain_Cortex	0.793480189	mashr_Spleen	8.089958715	2.17E-18	8.089958715	-1.627614451	0.777290881	-0.584556062	0.681354036	1	0
ENSG00000026950.16	BTN3A1	0.460436581	11	1	0.219316935	mashr_Brain_Putamen_basal_ganglia	0.911008479	mashr_Brain_Cortex	8.475528017	3.95E-17	8.475528017	-1.228346467	1.183319268	0.482112528	0.645300608	1	0
ENSG00000204420.8	MPIG6B	0.460449349	10	1	0.269066596	mashr_Brain_Cortex	0.989664779	mashr_Brain_Nucleus_accumbens_basal_ganglia	7.757660954	3.17E-17	7.757660954	-1.105214637	0.890322566	0.09587114	0.883893842	1	0
ENSG00000107562.16	CXCL12	0.460452926	8	1	0.337128218	mashr_Pituitary	0.450248985	mashr_Brain_Anterior_cingulate_cortex_BA24	7.011151886	2.66E-32	7.011151886	-0.959854958	0.754999995	-0.591856867	0.548913223	1	0
ENSG00000179051.13	RCC2	0.460456586	2	1	0.460456586	mashr_Spleen	0.460456586	mashr_Brain_Cortex	2	3.35E-17	2	-0.738095224	-0.738095224	-0.738095224	1.57E-16	1	0
ENSG00000087586.17	AURKA	0.460456586	1	1	0.460456586	mashr_Brain_Substantia_nigra	0.460456586	mashr_Brain_Substantia_nigra	1	1	1	-0.738095224	-0.738095224	-0.738095224	NA	1	0
ENSG00000070159.13	PTPN3	0.460483844	7	1	0.135844795	mashr_Brain_Hippocampus	0.854840726	mashr_Spleen	4.316716448	3.24E-17	4.316716448	-0.897727251	1.491444642	-0.142034145	1.015785178	1	0
ENSG00000249203.1	RP11-473L15.3	0.46059705	2	1	0.46059705	mashr_Brain_Cortex	0.46059705	mashr_Brain_Cortex	2	3.35E-17	2	-0.737864077	-0.737864077	-0.737864077	0	1	0
ENSG00000213203.2	GIMAP1	0.460618426	11	1	0.050366923	mashr_Brain_Caudate_basal_ganglia	0.951400905	mashr_Pituitary	8.312639729	1.68E-17	8.312639729	-0.167541356	1.956834555	0.684556182	0.697059869	1	0
ENSG00000171860.4	C3AR1	0.460689621	10	1	0.470157871	mashr_Brain_Anterior_cingulate_cortex_BA24	0.948103333	mashr_Brain_Cortex	5.565189835	1.65E-17	5.565189835	-0.065088756	0.722222209	0.473402659	0.372483165	1	0
ENSG00000130749.9	ZC3H4	0.460714324	7	1	0.343171869	mashr_Brain_Nucleus_accumbens_basal_ganglia	0.545869974	mashr_Brain_Amygdala	6.112045174	2.32E-17	6.112045174	0.603960395	0.947916687	0.713351113	0.143577304	1	0
ENSG00000273409.2	RP11-480C22.1	0.460743118	1	1	0.460743118	mashr_Brain_Cortex	0.460743118	mashr_Brain_Cortex	1	1	1	-0.737623751	-0.737623751	-0.737623751	NA	1	0
ENSG00000169676.5	DRD5	0.460844111	8	1	0.355211324	mashr_Brain_Cortex	0.499975499	mashr_Brain_Hypothalamus	7.064425726	2.78E-17	7.064425726	0.674528301	0.924528301	0.715579912	0.088774758	1	0
ENSG00000278445.1	RP11-255P5.3	0.460856071	11	1	0.302574689	mashr_Brain_Amygdala	0.985087139	mashr_Brain_Hippocampus	8.045998077	2.86E-17	8.045998077	-1.030927777	0.691587426	-0.591332641	0.526105659	1	0
ENSG00000205837.7	LINC00487	0.460920928	11	1	0.160352504	mashr_Brain_Hypothalamus	0.713466696	mashr_Pituitary	9.170617719	9.61E-17	9.170617719	-1.403886991	-0.367204214	-0.721598552	0.292814351	1	0
ENSG00000140386.12	SCAPER	0.460945517	11	1	0.035755221	mashr_Pituitary	0.996164609	mashr_Brain_Anterior_cingulate_cortex_BA24	7.91590552	7.66E-17	7.91590552	-2.099700211	0.84338572	-0.654783251	0.848356757	1	0
ENSG00000224565.1	LINC01754	0.460947157	1	1	0.460947157	mashr_Spleen	0.460947157	mashr_Spleen	1	1	1	-0.737288117	-0.737288117	-0.737288117	NA	1	0
ENSG00000164168.7	TMEM184C	0.460961239	11	1	0.439410062	mashr_Brain_Nucleus_accumbens_basal_ganglia	0.538586156	mashr_Brain_Substantia_nigra	10.36316208	3.01E-20	10.36316208	0.614952401	0.7731898	0.715170141	0.057170041	1	0
ENSG00000188112.8	C6orf132	0.461016242	4	1	0.127953394	mashr_Brain_Hypothalamus	0.696853987	mashr_Brain_Substantia_nigra	1.453192078	0.508073775	1.453192078	-1.522222281	-0.389570747	-0.881852546	0.546036993	1	0
ENSG00000267421.6	AC005498.3	0.461020116	10	1	0.276755894	mashr_Brain_Amygdala	0.951346703	mashr_Brain_Cortex	6.042519297	1.16E-32	6.042519297	-0.765027344	1.087635859	0.445407647	0.555964414	1	0
ENSG00000235194.8	PPP1R3E	0.46106257	11	1	0.459667815	mashr_Brain_Amygdala	0.580267748	mashr_Brain_Caudate_basal_ganglia	10.62224048	4.40E-20	10.62224048	0.552993665	0.73939395	0.722448469	0.056201801	1	0
ENSG00000168904.14	LRRC28	0.461166132	11	1	0.168505062	mashr_Brain_Amygdala	0.878936222	mashr_Brain_Putamen_basal_ganglia	7.207231903	5.58E-18	7.207231903	-1.377023243	0.812121212	-0.55423077	0.579682845	1	0
ENSG00000087128.9	TMPRSS11E	0.46121838	1	1	0.46121838	mashr_Spleen	0.46121838	mashr_Spleen	1	1	1	-0.736842096	-0.736842096	-0.736842096	NA	1	0
ENSG00000174827.13	PDZK1	0.461350128	1	1	0.461350128	mashr_Brain_Hypothalamus	0.461350128	mashr_Brain_Hypothalamus	1	1	1	0.736625493	0.736625493	0.736625493	NA	1	0
ENSG00000236782.6	RP11-96L14.7	0.461505326	8	1	0.027806892	mashr_Brain_Anterior_cingulate_cortex_BA24	0.859442937	mashr_Brain_Hippocampus	5.846131088	7.53E-17	5.846131088	-2.200000048	1.428461478	0.12580429	1.040021397	1	0
ENSG00000154760.13	SLFN13	0.461543917	9	1	0.035591618	mashr_Brain_Putamen_basal_ganglia	0.733360044	mashr_Brain_Hippocampus	2.875974077	3.87E-18	2.875974077	-1.006726243	2.1015625	0.17311262	1.08696091	1	0
ENSG00000269736.1	CTD-2521M24.11	0.461710361	6	1	0.354965901	mashr_Brain_Amygdala	0.501590143	mashr_Brain_Caudate_basal_ganglia	5.676142721	2.38E-17	5.676142721	0.671989874	0.925000012	0.720130266	0.100535451	1	0
ENSG00000163092.19	XIRP2	0.461882971	2	1	0.083092429	mashr_Spleen	0.502647645	mashr_Brain_Cortex	1.043089753	0.956910247	1.043089753	-1.733018227	-0.67032969	-1.201673958	0.751434271	1	0
ENSG00000132639.12	SNAP25	0.461938033	2	1	0.52726671	mashr_Brain_Caudate_basal_ganglia	0.620308721	mashr_Pituitary	1.174692314	0.825307686	1.174692314	-0.632183909	0.495412856	-0.068385527	0.79733132	1	0
ENSG00000186283.13	TOR3A	0.461947504	10	1	0.114050329	mashr_Spleen	0.670627202	mashr_Brain_Anterior_cingulate_cortex_BA24	5.475975305	7.97E-17	5.475975305	-1.580246925	1.139030982	-0.497332884	0.837059081	1	0
ENSG00000134253.9	TRIM45	0.462010143	11	1	0.044259175	mashr_Brain_Putamen_basal_ganglia	0.774558642	mashr_Brain_Hippocampus	9.400288528	1.22E-17	9.400288528	-2.011627913	-0.286417148	-0.727607156	0.530853851	1	0
ENSG00000255384.1	RP11-770J1.4	0.462012411	1	1	0.462012411	mashr_Brain_Nucleus_accumbens_basal_ganglia	0.462012411	mashr_Brain_Nucleus_accumbens_basal_ganglia	1	1	1	0.735537171	0.735537171	0.735537171	NA	1	0
ENSG00000188868.13	ZNF563	0.462020744	11	1	0.485053252	mashr_Brain_Amygdala	0.498316997	mashr_Brain_Anterior_cingulate_cortex_BA24	9.503690309	8.00E-17	9.503690309	-0.698198199	-0.677140213	-0.695476717	0.006639219	1	0
ENSG00000152332.15	UHMK1	0.462056382	6	1	0.107501789	mashr_Brain_Anterior_cingulate_cortex_BA24	0.91260281	mashr_Brain_Caudate_basal_ganglia	3.770317067	5.51E-17	3.770317067	-0.780219793	1.609524103	0.536591386	0.933001059	1	0
ENSG00000074755.14	ZZEF1	0.462230284	11	1	0.211079086	mashr_Brain_Hypothalamus	0.889537946	mashr_Brain_Nucleus_accumbens_basal_ganglia	5.941931468	3.34E-18	5.941931468	-1.25060374	0.314465404	-0.472074921	0.494634687	1	0
ENSG00000263655.1	RP11-25L3.3	0.462376186	1	1	0.462376186	mashr_Brain_Nucleus_accumbens_basal_ganglia	0.462376186	mashr_Brain_Nucleus_accumbens_basal_ganglia	1	1	1	-0.734939754	-0.734939754	-0.734939754	NA	1	0
ENSG00000100249.4	C22orf31	0.462459965	7	1	0.107900316	mashr_Brain_Putamen_basal_ganglia	1	mashr_Brain_Anterior_cingulate_cortex_BA24	4.499914618	1.79E-16	4.499914618	0	1.607702659	0.532267929	0.515061649	1	0
ENSG00000277791.4	PSMB3	0.462602446	11	1	0.28797938	mashr_Brain_Hypothalamus	0.842354328	mashr_Brain_Nucleus_accumbens_basal_ganglia	7.427511987	5.90E-18	7.427511987	-0.198882923	1.062564749	0.574124566	0.380286171	1	0
ENSG00000131148.8	EMC8	0.46261304	7	1	0.093534105	mashr_Brain_Substantia_nigra	0.357461595	mashr_Spleen	3.538790012	0.086840596	3.538790012	-1.157121955	1.677042842	-0.108025063	1.257360134	1	0
ENSG00000131165.14	CHMP1A	0.462614031	11	1	0.027020089	mashr_Brain_Hippocampus	0.995998303	mashr_Brain_Caudate_basal_ganglia	7.050127054	5.29E-17	7.050127054	-2.211227471	2.136986256	0.370097926	1.24572332	1	0
ENSG00000183808.11	RBM12B	0.462733177	9	1	0.102398912	mashr_Pituitary	0.393142358	mashr_Brain_Cortex	8.212149563	6.35E-17	8.212149563	-1.633333325	0.853932559	0.577569683	0.829088628	1	0
ENSG00000139323.13	POC1B	0.462819542	8	1	0.246222085	mashr_Brain_Cortex	0.789432935	mashr_Brain_Hippocampus	7.630342429	1.34E-19	7.630342429	-1.159574509	0.644444466	-0.559562922	0.566316888	1	0
ENSG00000006747.14	SCIN	0.462877279	11	1	0.005244824	mashr_Brain_Substantia_nigra	0.912773358	mashr_Brain_Hippocampus	5.732628182	4.17E-17	5.732628182	-0.736723991	2.791599414	0.950407686	1.307440978	1	0
ENSG00000145545.11	SRD5A1	0.462911329	11	1	0.137285977	mashr_Pituitary	0.986932988	mashr_Brain_Anterior_cingulate_cortex_BA24	7.919718086	5.99E-17	7.919718086	-0.176733762	1.485974082	0.625493019	0.547275741	1	0
ENSG00000277559.1	RP11-434E6.4	0.463093555	5	1	0.166282947	mashr_Brain_Hypothalamus	0.571141143	mashr_Brain_Hippocampus	4.746137098	5.86E-33	4.746137098	-1.38424664	-0.566371679	-0.729946671	0.365764802	1	0
ENSG00000256312.1	RP13-977J11.8	0.46322425	5	1	0.458697504	mashr_Brain_Cortex	0.464401985	mashr_Brain_Anterior_cingulate_cortex_BA24	4.999240829	4.52E-56	4.999240829	-0.740993297	-0.73161763	-0.733492763	0.004192926	1	0
ENSG00000167191.11	GPRC5B	0.463225417	8	1	0.00027302	mashr_Brain_Caudate_basal_ganglia	0.642303257	mashr_Brain_Anterior_cingulate_cortex_BA24	5.1880125	1.60E-18	5.1880125	-0.464480877	3.639639616	1.144459486	1.367314114	1	0
ENSG00000163818.16	LZTFL1	0.463274188	11	1	0.407062105	mashr_Spleen	0.993782781	mashr_Brain_Amygdala	5.785356046	3.39E-19	5.785356046	-0.82907476	0.007792208	-0.443912847	0.423971081	1	0
ENSG00000170631.14	ZNF16	0.463290749	9	1	0.112771393	mashr_Pituitary	0.639531148	mashr_Brain_Hypothalamus	5.672869696	8.83E-17	5.672869696	-0.468354434	1.585858583	0.69199397	0.544328007	1	0
ENSG00000175893.11	ZDHHC21	0.463296807	11	1	0.348777685	mashr_Brain_Substantia_nigra	0.992854861	mashr_Brain_Putamen_basal_ganglia	5.666520409	8.67E-17	5.666520409	-0.781954885	0.936962817	0.428973008	0.518458287	1	0
ENSG00000219481.10	NBPF1	0.4633554	5	1	0.448654461	mashr_Brain_Caudate_basal_ganglia	0.826747838	mashr_Brain_Cortex	3.55322043	2.14E-17	3.55322043	-0.757660151	-0.218874466	-0.59474065	0.24168593	1	0
ENSG00000173040.12	EVC2	0.463367464	7	1	0.283590197	mashr_Brain_Cortex	0.856484486	mashr_Brain_Anterior_cingulate_cortex_BA24	2.761851915	2.49E-17	2.761851915	-1.072289109	0.954545438	-0.028605308	0.725528575	1	0
ENSG00000254367.5	RP11-211C9.1	0.463433199	1	1	0.463433199	mashr_Spleen	0.463433199	mashr_Spleen	1	1	1	-0.73320534	-0.73320534	-0.73320534	NA	1	0
ENSG00000176153.11	GPX2	0.463455344	3	1	0.26271376	mashr_Brain_Putamen_basal_ganglia	0.796357122	mashr_Brain_Nucleus_accumbens_basal_ganglia	2.566357057	0.051739832	2.566357057	-1.120000005	0.258064508	-0.644454678	0.781981751	1	0
ENSG00000176049.15	JAKMIP2	0.463523488	9	1	0.457264499	mashr_Brain_Cortex	0.599480732	mashr_Brain_Anterior_cingulate_cortex_BA24	6.293963198	1.28E-17	6.293963198	-0.652007687	0.743358771	-0.339149666	0.555603704	1	0
ENSG00000151498.11	ACAD8	0.463529089	8	1	0.011040314	mashr_Brain_Hippocampus	0.565651097	mashr_Brain_Amygdala	4.074299091	3.89E-17	4.074299091	-2.541420221	1.910827994	-0.543628164	1.383661386	1	0
ENSG00000272711.1	RP11-259N19.1	0.463657374	10	1	0.040974365	mashr_Spleen	0.974835186	mashr_Brain_Anterior_cingulate_cortex_BA24	4.481864686	8.67E-18	4.481864686	-2.043789317	0.031544648	-0.689408796	0.691972328	1	0
ENSG00000254319.5	RP11-134O21.1	0.463736616	11	1	0.296370782	mashr_Brain_Putamen_basal_ganglia	0.910511565	mashr_Brain_Nucleus_accumbens_basal_ganglia	8.171109896	1.29E-16	8.171109896	-0.409003794	1.044247746	0.602443868	0.499606938	1	0
ENSG00000144554.10	FANCD2	0.463904727	10	1	0.226076987	mashr_Brain_Substantia_nigra	0.917833391	mashr_Brain_Hippocampus	8.515361699	1.88E-18	8.515361699	-0.623287678	1.210526347	0.608215623	0.516214495	1	0
ENSG00000179292.4	TMEM151A	0.463941599	11	1	0.140048678	mashr_Pituitary	0.810662202	mashr_Spleen	8.899224896	4.32E-17	8.899224896	-0.766037762	1.475609779	-0.491910993	0.673550118	1	0
ENSG00000232233.1	LINC02043	0.46398576	10	1	0.398306321	mashr_Brain_Cortex	0.821053276	mashr_Spleen	8.861219683	6.26E-17	8.861219683	-0.844649934	0.226190478	-0.641396657	0.315779154	1	0
ENSG00000136710.9	CCDC115	0.463991854	6	1	0.227776274	mashr_Brain_Caudate_basal_ganglia	0.836882808	mashr_Spleen	4.576320488	2.24E-18	4.576320488	-1.206106901	0.205882356	-0.714558872	0.47640715	1	0
ENSG00000206527.9	HACD2	0.464011971	11	1	0.068833824	mashr_Spleen	0.99229109	mashr_Brain_Nucleus_accumbens_basal_ganglia	6.906324148	8.07E-17	6.906324148	-1.819508915	0.129661327	-0.741681872	0.57945589	1	0
ENSG00000107614.21	TRDMT1	0.464018465	11	1	0.151707001	mashr_Brain_Hippocampus	0.942825716	mashr_Brain_Amygdala	8.32553429	6.49E-17	8.32553429	-1.433528006	0.684747045	-0.564012758	0.724783841	1	0
ENSG00000141564.13	RPTOR	0.464125132	10	1	0.424944562	mashr_Brain_Substantia_nigra	0.861270352	mashr_Brain_Anterior_cingulate_cortex_BA24	5.674304647	5.59E-19	5.674304647	-0.797872365	0.6813187	-0.291982654	0.591123719	1	0
ENSG00000104980.7	TIMM44	0.464160936	11	1	0.404312942	mashr_Brain_Caudate_basal_ganglia	0.564100407	mashr_Brain_Anterior_cingulate_cortex_BA24	10.8382253	7.65E-19	10.8382253	-0.833943289	-0.576761757	-0.726507548	0.090391798	1	0
ENSG00000144362.11	PHOSPHO2	0.46416775	11	1	0.252588638	mashr_Brain_Substantia_nigra	0.894196452	mashr_Pituitary	9.899234749	6.84E-17	9.899234749	0.132996117	1.144084397	0.6991003	0.265450021	1	0
ENSG00000158315.10	RHBDL2	0.464254217	9	1	0.324755334	mashr_Brain_Hippocampus	0.78613794	mashr_Brain_Nucleus_accumbens_basal_ganglia	7.712588739	4.32E-19	7.712588739	-0.984732807	0.888888896	0.510553385	0.605121856	1	0
ENSG00000187116.13	LILRA5	0.464270062	11	1	0.023322672	mashr_Spleen	0.575003179	mashr_Brain_Anterior_cingulate_cortex_BA24	9.020017653	2.94E-18	9.020017653	-2.268107234	-0.560698369	-0.8838475	0.501640951	1	0
ENSG00000175189.3	INHBC	0.464347219	1	1	0.464347219	mashr_Brain_Putamen_basal_ganglia	0.464347219	mashr_Brain_Putamen_basal_ganglia	1	1	1	0.731707335	0.731707335	0.731707335	NA	1	0
ENSG00000234572.1	LINC01800	0.464347219	1	1	0.464347219	mashr_Brain_Hypothalamus	0.464347219	mashr_Brain_Hypothalamus	1	1	1	-0.731707335	-0.731707335	-0.731707335	NA	1	0
ENSG00000186577.12	C6orf1	0.464348995	7	1	0.42371079	mashr_Brain_Anterior_cingulate_cortex_BA24	0.828383842	mashr_Pituitary	6.819686713	7.08E-33	6.819686713	-0.800000012	-0.216774812	-0.716682126	0.220438405	1	0
ENSG00000106336.12	FBXO24	0.464557628	6	1	4.45E-08	mashr_Spleen	0.929393772	mashr_Brain_Substantia_nigra	3.926659903	5.13E-18	3.926659903	-0.088607594	5.471830845	1.455043121	2.054460544	1	0
ENSG00000090905.18	TNRC6A	0.464667496	3	1	0.464667496	mashr_Brain_Hippocampus	0.464667496	mashr_Brain_Anterior_cingulate_cortex_BA24	3	2.11E-48	3	-0.731182814	-0.731182814	-0.731182814	1.36E-16	1	0
ENSG00000217555.12	CKLF	0.464676603	11	1	0.429455669	mashr_Brain_Hippocampus	0.485503071	mashr_Brain_Nucleus_accumbens_basal_ganglia	11	9.41E-18	11	0.69747901	0.790123463	0.731167902	0.046741441	1	0
ENSG00000149735.6	GPHA2	0.464700184	8	1	0.398596522	mashr_Brain_Cortex	0.663059853	mashr_Brain_Caudate_basal_ganglia	6.768466218	3.08E-17	6.768466218	-0.844130435	0.728723407	-0.493601062	0.512911542	1	0
ENSG00000178425.13	NT5DC1	0.464812609	11	1	0.197865809	mashr_Brain_Nucleus_accumbens_basal_ganglia	0.987593976	mashr_Brain_Cortex	5.859611132	6.61E-17	5.859611132	-1.287655792	0.162790701	-0.411143928	0.527554493	1	0
ENSG00000105643.9	ARRDC2	0.464834027	6	1	0.127953394	mashr_Brain_Hypothalamus	0.398834735	mashr_Spleen	2.920313131	3.03E-16	2.920313131	-1.522222281	1.507091477	-0.310601228	1.295416611	1	0
ENSG00000111731.12	C2CD5	0.464866788	11	1	0.453463148	mashr_Brain_Hypothalamus	0.466953751	mashr_Brain_Hippocampus	10.97915139	1.75E-21	10.97915139	0.72744442	0.749653952	0.730182878	0.00646321	1	0
ENSG00000104412.7	EMC2	0.464886473	10	1	0.344164234	mashr_Brain_Anterior_cingulate_cortex_BA24	0.916633238	mashr_Spleen	8.090919252	1.34E-17	8.090919252	-0.388235301	0.945969321	0.602543534	0.415345385	1	0
ENSG00000005194.14	CIAPIN1	0.464930353	11	1	0.215674398	mashr_Spleen	0.737339733	mashr_Brain_Putamen_basal_ganglia	10.19000482	2.61E-17	10.19000482	-1.238112371	-0.335378302	-0.713596236	0.287279756	1	0
ENSG00000131620.17	ANO1	0.465011194	6	1	0.223038817	mashr_Brain_Amygdala	0.657549504	mashr_Brain_Caudate_basal_ganglia	4.300759938	1.72E-17	4.300759938	-1.218487382	0.443298966	-0.395511024	0.697574136	1	0
ENSG00000185737.12	NRG3	0.465072714	3	1	0.465072714	mashr_Brain_Putamen_basal_ganglia	0.465072714	mashr_Brain_Hypothalamus	3	5.35E-35	3	-0.730519474	0.730519474	-0.243506491	0.843531229	1	0
ENSG00000133943.20	C14orf159	0.465184166	1	1	0.465184166	mashr_Pituitary	0.465184166	mashr_Pituitary	1	1	1	0.730337083	0.730337083	0.730337083	NA	1	0
ENSG00000124570.17	SERPINB6	0.465311893	8	1	0.036048009	mashr_Brain_Hippocampus	0.854269622	mashr_Brain_Cortex	3.543453749	1.01E-17	3.543453749	-2.096385479	1.5	-0.673507143	1.165751289	1	0
ENSG00000235100.3	RP11-80H5.9	0.465492012	10	1	0.204439219	mashr_Brain_Caudate_basal_ganglia	0.989266032	mashr_Brain_Hypothalamus	8.275952521	5.04E-17	8.275952521	-0.01345344	1.269005174	0.655758299	0.474867233	1	0
ENSG00000095139.13	ARCN1	0.465575054	4	1	0.449590708	mashr_Brain_Putamen_basal_ganglia	0.634855782	mashr_Brain_Nucleus_accumbens_basal_ganglia	2.991470053	1.48E-17	2.991470053	-0.474903464	0.756097555	0.439346135	0.60955881	1	0
ENSG00000153531.13	ADPRHL1	0.465595727	11	1	0.285085191	mashr_Spleen	0.883566398	mashr_Brain_Nucleus_accumbens_basal_ganglia	4.852648763	1.12E-16	4.852648763	-1.068965554	0.664488018	0.159102565	0.665681737	1	0
ENSG00000166444.18	ST5	0.465749814	5	1	0.465749814	mashr_Brain_Hippocampus	0.465749814	mashr_Brain_Anterior_cingulate_cortex_BA24	5	2.17E-48	5	-0.729411781	0.729411781	-0.145882356	0.799030572	1	0
ENSG00000135679.22	MDM2	0.465869663	9	1	0.383702966	mashr_Brain_Anterior_cingulate_cortex_BA24	0.984441476	mashr_Brain_Nucleus_accumbens_basal_ganglia	7.357782965	3.07E-17	7.357782965	-0.87109375	0.019500954	-0.654600067	0.341470606	1	0
ENSG00000100294.12	MCAT	0.465899448	11	1	0.28441156	mashr_Brain_Anterior_cingulate_cortex_BA24	0.791206986	mashr_Brain_Hypothalamus	8.449310357	1.43E-17	8.449310357	-0.945054948	1.070461655	0.366451821	0.631086249	1	0
ENSG00000241231.1	RP11-275H4.1	0.465925448	9	1	0.311903512	mashr_Brain_Hippocampus	0.963276936	mashr_Brain_Putamen_basal_ganglia	8.824378412	3.63E-17	8.824378412	-0.103788826	1.011235952	0.716551338	0.451428098	1	0
ENSG00000163032.11	VSNL1	0.465947864	11	1	0.232699554	mashr_Brain_Nucleus_accumbens_basal_ganglia	0.910538324	mashr_Brain_Caudate_basal_ganglia	6.171073876	1.02E-17	6.171073876	-0.780269086	1.193433725	-0.202310197	0.707010627	1	0
ENSG00000233684.2	LINC01865	0.465949211	6	1	0.372625453	mashr_Brain_Nucleus_accumbens_basal_ganglia	0.49268376	mashr_Brain_Anterior_cingulate_cortex_BA24	5.812693426	9.93E-34	5.812693426	0.686046541	0.891566277	0.72029983	0.083903081	1	0
ENSG00000267665.1	RP11-13K12.2	0.465961165	10	1	0.090644186	mashr_Brain_Hypothalamus	0.990614152	mashr_Brain_Nucleus_accumbens_basal_ganglia	7.856538046	6.03E-17	7.856538046	-1.692009376	0.011763687	-0.653834785	0.668657389	1	0
ENSG00000273143.1	RP11-525A16.4	0.465981918	3	1	0.465981918	mashr_Brain_Hippocampus	0.465981918	mashr_Pituitary	3	2.11E-48	3	-0.729032278	0.729032278	0.243010759	0.841813964	1	0
ENSG00000109736.14	MFSD10	0.46602391	11	1	0.00023918	mashr_Pituitary	0.992472899	mashr_Brain_Anterior_cingulate_cortex_BA24	5.450939087	1.13E-17	5.450939087	-1.72280705	3.673575163	0.612103021	1.752882234	1	0
ENSG00000137474.19	MYO7A	0.466028711	9	1	0.067350335	mashr_Brain_Nucleus_accumbens_basal_ganglia	0.99557647	mashr_Pituitary	4.274867564	4.80E-17	4.274867564	-0.120343449	1.829329011	0.537296269	0.613692836	1	0
ENSG00000172058.15	SERF1A	0.466138353	4	1	0.456333408	mashr_Brain_Amygdala	0.496243402	mashr_Brain_Hypothalamus	4	5.14E-33	4	-0.744897962	-0.680412352	-0.728776559	0.032242805	1	0
ENSG00000104863.11	LIN7B	0.466144747	10	1	0.077141074	mashr_Pituitary	0.898418383	mashr_Brain_Hypothalamus	7.633061642	8.83E-17	7.633061642	-0.206521735	1.767520649	0.710087519	0.610671519	1	0
ENSG00000163209.14	SPRR3	0.466180535	3	1	0.436700023	mashr_Brain_Putamen_basal_ganglia	0.566529106	mashr_Brain_Amygdala	2.857964071	9.86E-19	2.857964071	-0.777777791	0.777777791	-0.191056907	0.845249382	1	0
ENSG00000148824.18	MTG1	0.466247769	11	1	0.282428829	mashr_Brain_Nucleus_accumbens_basal_ganglia	0.641435003	mashr_Brain_Cortex	9.35977585	7.95E-17	9.35977585	0.465693364	1.074879169	0.728026123	0.205373465	1	0
ENSG00000273173.5	SNURF	0.466314095	8	1	0.406871458	mashr_Brain_Amygdala	0.883868173	mashr_Brain_Caudate_basal_ganglia	5.267327565	5.66E-19	5.267327565	-0.829411745	0.829411745	0.256254125	0.652281366	1	0
ENSG00000274400.1	RP11-294N21.3	0.466315027	11	1	0.441516336	mashr_Pituitary	0.976673366	mashr_Brain_Amygdala	7.042290797	1.01E-17	7.042290797	-0.172978124	0.769635171	0.451522117	0.409574397	1	0
ENSG00000163216.6	SPRR2D	0.466371796	1	1	0.466371796	mashr_Brain_Cortex	0.466371796	mashr_Brain_Cortex	1	1	1	-0.728395045	-0.728395045	-0.728395045	NA	1	0
ENSG00000164053.19	ATRIP	0.46644014	11	1	0.256536489	mashr_Brain_Cortex	0.816451758	mashr_Brain_Substantia_nigra	10.61371754	5.00E-17	10.61371754	-1.134615421	-0.232111056	-0.716307131	0.40130684	1	0
ENSG00000101126.15	ADNP	0.466493291	4	1	0.457739468	mashr_Brain_Anterior_cingulate_cortex_BA24	0.582696273	mashr_Brain_Caudate_basal_ganglia	2.382819423	2.63E-20	2.382819423	-0.742574275	-0.549450576	-0.605228662	0.092648623	1	0
ENSG00000154764.5	WNT7A	0.466530249	4	1	0.427962569	mashr_Brain_Caudate_basal_ganglia	0.756298755	mashr_Brain_Putamen_basal_ganglia	2.032164236	1.77E-16	2.032164236	-0.767441869	0.792682946	0.282067209	0.735691464	1	0
ENSG00000266074.8	BAHCC1	0.466617391	8	1	0.12851098	mashr_Brain_Cortex	0.851427931	mashr_Brain_Nucleus_accumbens_basal_ganglia	4.380453065	9.70E-17	4.380453065	-1.25	1.519999981	-0.57080054	0.948909115	1	0
ENSG00000109163.6	GNRHR	0.466647691	4	1	0.462772955	mashr_Spleen	0.534565	mashr_Brain_Anterior_cingulate_cortex_BA24	3.202105665	1.14E-16	3.202105665	-0.734288452	-0.621052623	-0.653812874	0.05430298	1	0
ENSG00000270755.1	RP11-138E2.1	0.46671844	4	1	0.116766093	mashr_Brain_Amygdala	0.482857142	mashr_Brain_Anterior_cingulate_cortex_BA24	2.878840626	9.86E-19	2.878840626	-1.568493128	-0.701714638	-0.996485949	0.388377909	1	0
ENSG00000186496.10	ZNF396	0.466833883	11	1	0.17134294	mashr_Brain_Hippocampus	0.950795667	mashr_Brain_Substantia_nigra	6.490888412	7.79E-17	6.490888412	-1.367901406	0.516483545	-0.514114315	0.496860275	1	0
