gene	gene_name	pvalue	n	n_indep	p_i_best	t_i_best	p_i_worst	t_i_worst	eigen_max	eigen_min	eigen_min_kept	z_min	z_max	z_mean	z_sd	tmi	status
ENSG00000253276.2	CCDC71L	0.466851907	11	1	0.411829597	mashr_Brain_Anterior_cingulate_cortex_BA24	0.94087607	mashr_Spleen	9.796179171	1.08E-17	9.796179171	0.074168801	0.82067819	0.659298462	0.217265911	1	0
ENSG00000100479.12	POLE2	0.466858621	2	1	0.140146015	mashr_Brain_Cortex	0.76258853	mashr_Brain_Hippocampus	1.299877633	0.700122367	1.299877633	-1.475247502	-0.302083343	-0.888665423	0.829552332	1	0
ENSG00000151967.18	SCHIP1	0.466958749	11	1	0.032471779	mashr_Pituitary	0.973110108	mashr_Brain_Caudate_basal_ganglia	5.54675137	3.87E-17	5.54675137	-0.033707865	2.138554335	0.812708976	0.655473573	1	0
ENSG00000244617.2	ASPRV1	0.466980661	7	1	0.349892539	mashr_Brain_Cortex	0.835898291	mashr_Brain_Hippocampus	5.604875287	0.005166367	5.604875287	-0.934797751	-0.20714286	-0.650586211	0.261481175	1	0
ENSG00000157884.10	CIB4	0.467058888	2	1	0.467058888	mashr_Brain_Hypothalamus	0.467058888	mashr_Pituitary	2	3.35E-17	2	-0.727272749	0.727272749	1.11E-16	1.028518985	1	0
ENSG00000189067.12	LITAF	0.467065144	7	1	0.067153517	mashr_Brain_Putamen_basal_ganglia	0.598275746	mashr_Brain_Amygdala	3.323468407	0.001797867	3.323468407	-1.650434991	1.830645204	0.221190087	1.239632516	1	0
ENSG00000111981.4	ULBP1	0.467079421	4	1	0.164284384	mashr_Brain_Anterior_cingulate_cortex_BA24	0.773720211	mashr_Brain_Cortex	3.458927094	0.013104728	3.458927094	0.287512135	1.390805601	0.705734017	0.480151947	1	0
ENSG00000183527.11	PSMG1	0.467117313	10	1	0.181765959	mashr_Pituitary	0.895658599	mashr_Brain_Anterior_cingulate_cortex_BA24	8.195516584	3.73E-17	8.195516584	-0.131147534	1.335337352	0.631200812	0.381482664	1	0
ENSG00000249471.7	ZNF324B	0.467154366	11	1	0.402741703	mashr_Brain_Nucleus_accumbens_basal_ganglia	0.918470322	mashr_Pituitary	7.998272368	4.98E-17	7.998272368	-0.774999976	0.836734712	0.330232572	0.602070482	1	0
ENSG00000109606.12	DHX15	0.467214766	2	1	0.421271742	mashr_Brain_Anterior_cingulate_cortex_BA24	0.744543364	mashr_Pituitary	1.208042003	0.791957997	1.208042003	-0.804216862	-0.325842708	-0.565029785	0.338261608	1	0
ENSG00000156973.13	PDE6D	0.467371018	7	1	0.358226357	mashr_Spleen	0.966764426	mashr_Brain_Nucleus_accumbens_basal_ganglia	4.457737764	6.67E-17	4.457737764	-0.918749988	0.041666668	-0.586577635	0.431422121	1	0
ENSG00000188848.15	BEND4	0.467464438	8	1	0.446116839	mashr_Spleen	0.476873453	mashr_Brain_Anterior_cingulate_cortex_BA24	7.782885439	5.43E-21	7.782885439	-0.711340189	0.761904776	-0.527184568	0.520870753	1	0
ENSG00000127540.11	UQCR11	0.467561224	6	1	0.439683815	mashr_Brain_Amygdala	0.636052614	mashr_Brain_Hypothalamus	5.952862354	3.50E-19	5.952862354	-0.772727251	0.772727251	0.46523447	0.618194195	1	0
ENSG00000122435.9	TRMT13	0.467707668	10	1	0.466488017	mashr_Brain_Substantia_nigra	0.617075077	mashr_Brain_Caudate_basal_ganglia	7.856802459	1.11E-17	7.856802459	0.5	0.728205144	0.636923087	0.11784463	1	0
ENSG00000101680.14	LAMA1	0.467725175	7	1	0.106930252	mashr_Spleen	1	mashr_Brain_Cortex	2.694385482	2.30E-17	2.694385482	-1.612145635	0.254076016	-0.465543461	0.791404126	1	0
ENSG00000163795.13	ZNF513	0.467796292	10	1	0.302919879	mashr_Brain_Hypothalamus	0.724066156	mashr_Brain_Cortex	9.187580118	3.40E-17	9.187580118	0.353029725	1.030192011	0.68826829	0.216224152	1	0
ENSG00000156273.15	BACH1	0.467816802	8	1	0.275124815	mashr_Brain_Anterior_cingulate_cortex_BA24	0.935594582	mashr_Pituitary	4.078879544	3.21E-17	4.078879544	-1.091336562	-0.080808081	-0.731343434	0.300634392	1	0
ENSG00000259031.1	CTD-2062F14.3	0.467902399	9	1	0.171663138	mashr_Spleen	0.567709149	mashr_Brain_Caudate_basal_ganglia	6.125250421	8.05E-18	6.125250421	-1.366879309	0.765486717	0.261365894	0.779475142	1	0
ENSG00000213578.5	CPLX3	0.467929445	3	1	0.396650158	mashr_Brain_Hypothalamus	0.643665608	mashr_Brain_Hippocampus	2.954088395	9.16E-17	2.954088395	-0.847619057	0.847619057	0.154193259	0.888698345	1	0
ENSG00000104960.15	PTOV1	0.467972102	7	1	0.065118403	mashr_Brain_Anterior_cingulate_cortex_BA24	0.873988372	mashr_Brain_Nucleus_accumbens_basal_ganglia	4.829059858	9.11E-33	4.829059858	-1.844444394	0.721189618	-0.092219404	1.214497797	1	0
ENSG00000258702.1	RP11-433J8.1	0.467976404	11	1	0.239841067	mashr_Brain_Caudate_basal_ganglia	0.917484972	mashr_Spleen	9.572732531	4.79E-17	9.572732531	0.103602288	1.175384138	0.65747941	0.28807864	1	0
ENSG00000272079.2	LA16c-380H5.5	0.468134401	10	1	0.404656773	mashr_Brain_Hypothalamus	0.74300916	mashr_Spleen	9.652355427	1.16E-19	9.652355427	0.327871055	0.833333313	0.707927885	0.169243143	1	0
ENSG00000261227.2	AC140912.1	0.468334975	3	1	0.468334975	mashr_Brain_Putamen_basal_ganglia	0.468334975	mashr_Brain_Amygdala	3	3.39E-17	3	0.725190818	0.725190818	0.725190818	7.85E-17	1	0
ENSG00000187398.11	LUZP2	0.468415626	9	1	0.357631437	mashr_Brain_Putamen_basal_ganglia	0.947140302	mashr_Brain_Cortex	5.954509729	6.95E-19	5.954509729	0.066298343	0.91988772	0.516659696	0.344748915	1	0
ENSG00000165406.15	8-Mar	0.468493047	11	1	0.165809648	mashr_Brain_Hippocampus	0.726492505	mashr_Spleen	9.275447868	1.50E-17	9.275447868	-1.385794548	0.896739125	0.557588593	0.664795413	1	0
ENSG00000251623.1	RP11-826N14.4	0.468529857	10	1	0.241706654	mashr_Brain_Nucleus_accumbens_basal_ganglia	0.747885637	mashr_Brain_Hypothalamus	7.312121114	2.31E-18	7.312121114	-1.170731664	0.698473275	-0.566862646	0.528959149	1	0
ENSG00000182853.11	VMO1	0.468542682	10	1	0.369779389	mashr_Brain_Putamen_basal_ganglia	0.909597278	mashr_Pituitary	7.007421253	2.43E-17	7.007421253	-0.896886679	-0.113546527	-0.599345249	0.208803895	1	0
ENSG00000145087.12	STXBP5L	0.468593303	9	1	0.39797792	mashr_Pituitary	1	mashr_Brain_Hypothalamus	6.131572488	8.37E-18	6.131572488	-0.84523809	0	-0.584611787	0.333540526	1	0
ENSG00000080031.9	PTPRH	0.468699515	6	1	0.458509874	mashr_Brain_Substantia_nigra	0.682472949	mashr_Brain_Anterior_cingulate_cortex_BA24	5.174776306	2.42E-17	5.174776306	0.409090906	0.741302785	0.664070388	0.126216188	1	0
ENSG00000077380.15	DYNC1I2	0.468723322	9	1	0.098705348	mashr_Brain_Hippocampus	0.70533246	mashr_Brain_Substantia_nigra	4.090395797	2.44E-18	4.090395797	-1.651162744	1.436461769	0.394290994	1.042267637	1	0
ENSG00000164105.3	SAP30	0.468852011	4	1	0.037129503	mashr_Brain_Cortex	0.331219773	mashr_Pituitary	2.200255709	0.051803248	2.200255709	-1.942528725	2.084337234	0.116143768	1.887112863	1	0
ENSG00000100968.13	NFATC4	0.468956581	9	1	0.161060087	mashr_Brain_Amygdala	0.794044744	mashr_Brain_Cortex	4.226289778	3.92E-18	4.226289778	-0.287037045	1.401515126	0.647377937	0.495668923	1	0
ENSG00000206075.13	SERPINB5	0.468981077	1	1	0.468981077	mashr_Spleen	0.468981077	mashr_Spleen	1	1	1	-0.724137902	-0.724137902	-0.724137902	NA	1	0
ENSG00000105137.12	SYDE1	0.469018868	8	1	0.477015375	mashr_Brain_Putamen_basal_ganglia	0.507890476	mashr_Brain_Amygdala	7.506302694	3.68E-18	7.506302694	0.662125997	0.711111128	0.701325876	0.018867362	1	0
ENSG00000276529.1	AP001505.10	0.46902941	11	1	0.236669873	mashr_Brain_Anterior_cingulate_cortex_BA24	0.563543503	mashr_Brain_Cortex	10.71761745	4.51E-19	10.71761745	0.577586234	1.183351494	0.715634321	0.158359631	1	0
ENSG00000165943.4	MOAP1	0.469034559	9	1	0.451857466	mashr_Pituitary	0.493432874	mashr_Brain_Substantia_nigra	8.985295283	4.79E-17	8.985295283	-0.752321959	-0.684859042	-0.723456222	0.028553781	1	0
ENSG00000100483.13	VCPKMT	0.469050523	11	1	0.372977951	mashr_Brain_Amygdala	0.612401097	mashr_Brain_Putamen_basal_ganglia	9.245235464	8.31E-18	9.245235464	-0.865853667	0.890909076	0.53400126	0.610236914	1	0
ENSG00000226207.1	RP1-104O17.3	0.469182671	5	1	0.469182671	mashr_Brain_Hippocampus	0.469182671	mashr_Brain_Amygdala	5	2.14E-17	5	0.72380954	0.72380954	0.72380954	1.11E-16	1	0
ENSG00000243660.9	ZNF487	0.469190884	11	1	0.197427144	mashr_Brain_Hippocampus	0.937890039	mashr_Brain_Anterior_cingulate_cortex_BA24	7.521899178	9.43E-19	7.521899178	-1.288916424	0.19576161	-0.54097392	0.524075999	1	0
ENSG00000150776.17	C11orf57	0.469232308	10	1	0.065362936	mashr_Spleen	0.855519219	mashr_Brain_Amygdala	8.656866498	2.39E-17	8.656866498	-1.420182955	1.842767691	-0.463904781	0.955940773	1	0
ENSG00000166317.11	SYNPO2L	0.469239876	11	1	0.469239876	mashr_Brain_Amygdala	0.469239876	mashr_Brain_Nucleus_accumbens_basal_ganglia	11	2.57E-32	11	-0.723716378	0.723716378	-0.32896199	0.676094924	1	0
ENSG00000253877.5	LINC01608	0.46925964	1	1	0.46925964	mashr_Pituitary	0.46925964	mashr_Pituitary	1	1	1	-0.723684192	-0.723684192	-0.723684192	NA	1	0
ENSG00000102934.9	PLLP	0.469343128	10	1	0.477130975	mashr_Brain_Caudate_basal_ganglia	0.902986632	mashr_Brain_Anterior_cingulate_cortex_BA24	5.02694839	1.17E-18	5.02694839	-0.710924577	0.61148976	-0.37440113	0.500788003	1	0
ENSG00000236790.5	LINC00299	0.469344426	10	1	0.2298718	mashr_Brain_Caudate_basal_ganglia	0.997083244	mashr_Brain_Cortex	7.638856056	2.45E-16	7.638856056	-1.200689161	0.309523821	-0.612424645	0.468673228	1	0
ENSG00000274156.1	RP11-407N8.6	0.469408566	6	1	0.215680733	mashr_Brain_Hippocampus	0.816765346	mashr_Brain_Caudate_basal_ganglia	3.820114274	3.50E-33	3.820114274	-0.876106203	1.238095284	0.408225191	0.798578613	1	0
ENSG00000023041.11	ZDHHC6	0.469490679	11	1	0.237084329	mashr_Spleen	0.834008708	mashr_Brain_Putamen_basal_ganglia	10.0466296	1.76E-18	10.0466296	-1.182305942	-0.209563067	-0.694411191	0.407147629	1	0
ENSG00000175387.15	SMAD2	0.469504882	10	1	0.191934395	mashr_Brain_Cortex	0.678432304	mashr_Brain_Caudate_basal_ganglia	8.947607064	5.11E-18	8.947607064	-1.304877996	-0.414603338	-0.771349267	0.214956963	1	0
ENSG00000143374.16	TARS2	0.469587118	9	1	0.300355529	mashr_Pituitary	0.894564998	mashr_Brain_Putamen_basal_ganglia	7.147913911	2.70E-17	7.147913911	-1.035671272	0.361702114	-0.55615586	0.504112469	1	0
ENSG00000253361.1	RP11-675F6.3	0.469596917	5	1	0.158181244	mashr_Brain_Hypothalamus	0.723532621	mashr_Brain_Substantia_nigra	2.948154563	9.84E-17	2.948154563	-0.838424802	1.411214948	-0.146718451	0.89383987	1	0
ENSG00000177432.6	NAP1L5	0.469646934	11	1	0.339535444	mashr_Brain_Cortex	0.944378759	mashr_Brain_Hippocampus	8.51102979	9.83E-18	8.51102979	-0.955083556	0.465838522	-0.535499755	0.413716855	1	0
ENSG00000141568.20	FOXK2	0.469654532	8	1	0.222960005	mashr_Brain_Hypothalamus	0.914134151	mashr_Brain_Substantia_nigra	3.19479653	4.19E-34	3.19479653	-0.193749994	1.218694925	0.479458679	0.696777538	1	0
ENSG00000136856.17	SLC2A8	0.469731224	11	1	0.208599497	mashr_Brain_Hypothalamus	0.717313476	mashr_Brain_Cortex	9.812251686	7.11E-17	9.812251686	-1.257425785	-0.362051593	-0.685968062	0.31833593	1	0
ENSG00000198730.7	CTR9	0.469746504	2	1	0.469746504	mashr_Pituitary	0.469746504	mashr_Spleen	2	3.35E-17	2	-0.722891569	-0.722891569	-0.722891569	1.11E-16	1	0
ENSG00000140470.13	ADAMTS17	0.469797533	5	1	0.46121838	mashr_Brain_Amygdala	0.85992425	mashr_Brain_Caudate_basal_ganglia	2.028345355	3.76E-17	2.028345355	-0.736842096	0.736842096	0.136577046	0.538467913	1	0
ENSG00000002549.12	LAP3	0.469823726	8	1	0.460456586	mashr_Brain_Hypothalamus	0.485380845	mashr_Brain_Hippocampus	7.932201328	1.31E-18	7.932201328	0.697674394	0.738095224	0.719649769	0.01217616	1	0
ENSG00000005483.20	KMT2E	0.469853747	4	1	0.107055491	mashr_Spleen	0.575804279	mashr_Pituitary	2.991487349	1.29E-16	2.991487349	-0.982750243	1.611570239	-0.218439968	1.234843339	1	0
ENSG00000135605.12	TEC	0.469948235	11	1	0.332623441	mashr_Brain_Amygdala	0.911918107	mashr_Brain_Hypothalamus	7.076919245	9.04E-18	7.076919245	-0.968843176	0.965811968	-0.406567354	0.563267046	1	0
ENSG00000183439.7	TRIM61	0.469963893	11	1	0.230285265	mashr_Brain_Hippocampus	0.502608518	mashr_Brain_Hypothalamus	10.78806805	1.29E-17	10.78806805	-1.199624351	-0.670391083	-0.719543249	0.159261875	1	0
ENSG00000177483.11	RBM44	0.469980715	11	1	0.097673869	mashr_Brain_Hypothalamus	0.981295727	mashr_Brain_Cortex	9.715725935	3.55E-17	9.715725935	0.023444478	1.656236821	0.691330571	0.492406656	1	0
ENSG00000101181.17	MTG2	0.469990457	11	1	0.325629048	mashr_Pituitary	0.650174153	mashr_Spleen	9.414550351	0.000230242	9.414550351	-0.453520267	0.982956095	0.62320784	0.407518175	1	0
ENSG00000203867.7	RBM20	0.470252561	11	1	0.407643247	mashr_Brain_Caudate_basal_ganglia	0.915881597	mashr_Brain_Putamen_basal_ganglia	4.387167786	1.44E-16	4.387167786	-0.828048124	0.659481761	-0.304087583	0.413899586	1	0
ENSG00000167930.15	FAM234A	0.470290935	10	1	0.210096758	mashr_Brain_Anterior_cingulate_cortex_BA24	0.974266252	mashr_Brain_Cortex	6.070304571	5.68E-17	6.070304571	-0.032258064	1.253299424	0.546850273	0.356343101	1	0
ENSG00000144713.12	RPL32	0.470352655	10	1	0.17194546	mashr_Spleen	0.871412893	mashr_Brain_Hippocampus	7.37822289	3.10E-18	7.37822289	-1.365979303	0.611999989	-0.598610461	0.785804071	1	0
ENSG00000162999.12	DUSP19	0.470413134	5	1	0.299534037	mashr_Brain_Cortex	0.811004441	mashr_Brain_Nucleus_accumbens_basal_ganglia	3.290224717	1.32E-16	3.290224717	-0.631067932	1.037433147	0.411964828	0.78909477	1	0
ENSG00000198715.11	GLMP	0.470434709	10	1	0.331134649	mashr_Brain_Cortex	0.803804027	mashr_Pituitary	8.300551388	9.03E-18	8.300551388	-0.971830964	0.248427024	-0.697707392	0.343554939	1	0
ENSG00000125445.10	MRPS7	0.470489023	11	1	0.384098024	mashr_Pituitary	0.644914449	mashr_Brain_Cortex	10.82762788	1.46E-17	10.82762788	0.46083854	0.870370388	0.715190734	0.125263575	1	0
ENSG00000174839.12	DENND6A	0.470595956	11	1	0.308627723	mashr_Brain_Cortex	0.784630554	mashr_Brain_Substantia_nigra	8.015274596	2.27E-17	8.015274596	-1.018105709	-0.273289671	-0.616656016	0.272039001	1	0
ENSG00000254415.3	SIGLEC14	0.470602967	11	1	0.089143468	mashr_Spleen	0.980252867	mashr_Brain_Amygdala	8.823549285	6.08E-17	8.823549285	-1.699933321	-0.024751888	-0.647961489	0.409658119	1	0
ENSG00000167371.17	PRRT2	0.470632077	10	1	0.367775094	mashr_Pituitary	0.612054597	mashr_Brain_Hypothalamus	8.292852563	6.99E-24	8.292852563	0.507142842	0.900648773	0.692825937	0.092933557	1	0
ENSG00000148248.13	SURF4	0.47066304	11	1	0.369958166	mashr_Brain_Anterior_cingulate_cortex_BA24	0.785177568	mashr_Brain_Amygdala	7.39233838	6.94E-18	7.39233838	-0.731707335	0.896551728	0.414237759	0.693211949	1	0
ENSG00000136859.9	ANGPTL2	0.470768013	10	1	0.363721357	mashr_Brain_Nucleus_accumbens_basal_ganglia	0.897304075	mashr_Brain_Hypothalamus	7.306535481	5.23E-18	7.306535481	-0.908296943	0.908296943	-0.26455291	0.751300577	1	0
ENSG00000135334.8	AKIRIN2	0.470905587	11	1	0.46161122	mashr_Brain_Caudate_basal_ganglia	0.594402215	mashr_Brain_Putamen_basal_ganglia	10.22803477	6.96E-19	10.22803477	0.532467544	0.736196339	0.694580965	0.073877121	1	0
ENSG00000249776.5	RP11-133F8.2	0.47099365	2	1	0.500735242	mashr_Brain_Caudate_basal_ganglia	0.713527066	mashr_Brain_Hippocampus	1.041626886	0.958373114	1.041626886	-0.367123276	0.673333347	0.153105035	0.735713934	1	0
ENSG00000095637.21	SORBS1	0.471069456	7	1	0.120545937	mashr_Brain_Cortex	0.528803653	mashr_Brain_Caudate_basal_ganglia	3.379109202	1.88E-17	3.379109202	-1.552486181	1.552486181	-0.064715429	1.283503149	1	0
ENSG00000117560.7	FASLG	0.471073587	6	1	0.459827796	mashr_Brain_Caudate_basal_ganglia	0.53011357	mashr_Pituitary	5.997696993	4.23E-18	5.997696993	0.627832657	0.739130437	0.720580807	0.045437128	1	0
ENSG00000052795.12	FNIP2	0.471130502	10	1	0.460456586	mashr_Brain_Nucleus_accumbens_basal_ganglia	0.558636415	mashr_Pituitary	8.966235028	2.55E-17	8.966235028	-0.738095224	-0.584868092	-0.681360295	0.048755094	1	0
ENSG00000140259.6	MFAP1	0.471162912	11	1	0.471162912	mashr_Brain_Putamen_basal_ganglia	0.471162912	mashr_Brain_Amygdala	11	4.98E-33	11	-0.720588207	-0.720588207	-0.720588207	6.08E-17	1	0
ENSG00000165140.9	FBP1	0.471242528	11	1	0.346501075	mashr_Brain_Caudate_basal_ganglia	0.616186856	mashr_Brain_Nucleus_accumbens_basal_ganglia	10.71523091	2.02E-17	10.71523091	0.501261843	0.941397732	0.710648666	0.126797051	1	0
ENSG00000067798.14	NAV3	0.471260201	4	1	0.471260201	mashr_Brain_Caudate_basal_ganglia	0.471260201	mashr_Brain_Hippocampus	4	1.57E-81	4	-0.720430136	-0.720430136	-0.720430136	6.41E-17	1	0
ENSG00000173281.4	PPP1R3B	0.471268777	9	1	0.287405818	mashr_Brain_Hippocampus	0.990426574	mashr_Brain_Caudate_basal_ganglia	7.046563795	7.74E-17	7.046563795	-1.06382978	0.838166512	0.44516442	0.623647867	1	0
ENSG00000120742.10	SERP1	0.471319399	11	1	0.142897855	mashr_Brain_Anterior_cingulate_cortex_BA24	0.934504183	mashr_Spleen	3.826487005	7.08E-17	3.826487005	-1.385077766	1.465084537	-0.227109351	0.87156043	1	0
ENSG00000176834.13	VSIG10	0.471321093	11	1	0.072674127	mashr_Brain_Hippocampus	0.933586494	mashr_Brain_Cortex	7.694519413	2.23E-17	7.694519413	-0.35093537	1.794871807	0.649205466	0.589367522	1	0
ENSG00000166856.2	GPR182	0.471321239	3	1	0.465086772	mashr_Brain_Cortex	0.483927312	mashr_Spleen	3	2.11E-48	3	0.699999988	0.730496466	0.720330973	0.01760715	1	0
ENSG00000263528.7	IKBKE	0.47134367	11	1	0.092982244	mashr_Brain_Substantia_nigra	0.876922666	mashr_Brain_Hippocampus	9.630132275	1.07E-16	9.630132275	0.154871445	1.679871892	0.718887357	0.377120473	1	0
ENSG00000197763.14	TXNRD3	0.471483641	10	1	0.25872415	mashr_Brain_Cortex	0.876071818	mashr_Pituitary	8.243678485	1.11E-17	8.243678485	-0.800904455	1.129411817	0.680472512	0.644925958	1	0
ENSG00000131386.17	GALNT15	0.471522825	4	1	0.462024356	mashr_Spleen	0.866159005	mashr_Brain_Amygdala	1.994923574	0.006694964	1.994923574	0.16853933	0.73551755	0.488640481	0.269773655	1	0
ENSG00000075043.18	KCNQ2	0.471650261	8	1	0.471825373	mashr_Brain_Nucleus_accumbens_basal_ganglia	0.845297484	mashr_Pituitary	7.000096027	1.82E-32	7.000096027	-0.195121944	0.719512224	0.605182953	0.323372011	1	0
ENSG00000226194.5	RP1-137D17.1	0.471721836	10	1	0.404841681	mashr_Brain_Nucleus_accumbens_basal_ganglia	0.892294927	mashr_Pituitary	7.886902706	5.81E-16	7.886902706	-0.833005406	-0.135400881	-0.657214251	0.19013996	1	0
ENSG00000243444.7	PALM2	0.471722088	2	1	0.30390755	mashr_Pituitary	0.963745004	mashr_Brain_Cortex	1.112580053	0.887419947	1.112580053	-0.045454547	1.028089881	0.491317667	0.759110545	1	0
ENSG00000165338.16	HECTD2	0.471811219	2	1	0.033374322	mashr_Spleen	0.268137486	mashr_Brain_Caudate_basal_ganglia	1.005141776	0.994858224	1.005141776	-2.127551079	-1.107361913	-1.617456496	0.721382677	1	0
ENSG00000137440.4	FGFBP1	0.471825373	1	1	0.471825373	mashr_Pituitary	0.471825373	mashr_Pituitary	1	1	1	0.719512224	0.719512224	0.719512224	NA	1	0
ENSG00000136950.13	ARPC5L	0.471825373	10	1	0.471825373	mashr_Brain_Amygdala	0.471825373	mashr_Brain_Anterior_cingulate_cortex_BA24	10	1.27E-32	10	-0.719512224	-0.719512224	-0.719512224	7.40E-17	1	0
ENSG00000136942.14	RPL35	0.471825373	3	1	0.471825373	mashr_Brain_Hypothalamus	0.471825373	mashr_Brain_Hippocampus	3	5.35E-35	3	0.719512224	0.719512224	0.719512224	7.85E-17	1	0
ENSG00000234432.4	RP11-1275H24.1	0.471857111	2	1	0.602509138	mashr_Brain_Cortex	0.613374021	mashr_Brain_Hypothalamus	1.016951756	0.983048244	1.016951756	-0.520795643	0.50526315	-0.007766247	0.72553313	1	0
ENSG00000196422.10	PPP1R26	0.471933641	7	1	0.252671108	mashr_Pituitary	0.81944075	mashr_Spleen	5.681123534	2.19E-18	5.681123534	-1.143885542	-0.228264334	-0.678934586	0.292858893	1	0
ENSG00000100097.11	LGALS1	0.471983288	11	1	0.448979247	mashr_Brain_Hypothalamus	0.660004708	mashr_Brain_Anterior_cingulate_cortex_BA24	8.534334753	5.51E-18	8.534334753	-0.685185194	0.757117874	0.419146902	0.519234907	1	0
ENSG00000196329.11	GIMAP5	0.4720533	10	1	0.06329084	mashr_Brain_Nucleus_accumbens_basal_ganglia	0.98200413	mashr_Brain_Anterior_cingulate_cortex_BA24	4.75270836	3.94E-17	4.75270836	-1.857142806	1.637168169	-0.223875464	1.427772056	1	0
ENSG00000120254.15	MTHFD1L	0.472122431	10	1	0.153127441	mashr_Brain_Hippocampus	0.953771716	mashr_Brain_Anterior_cingulate_cortex_BA24	5.636146069	5.39E-18	5.636146069	-0.41460447	1.428571463	0.616568179	0.603037829	1	0
ENSG00000035687.9	ADSS	0.472416829	10	1	0.194331218	mashr_Brain_Substantia_nigra	0.925794519	mashr_Brain_Anterior_cingulate_cortex_BA24	5.769364526	2.09E-18	5.769364526	-1.297872305	0.631109807	-0.487573192	0.699408583	1	0
ENSG00000168916.15	ZNF608	0.472432014	9	1	0.042362625	mashr_Brain_Hypothalamus	0.940549698	mashr_Brain_Hippocampus	4.138604526	6.08E-17	4.138604526	-2.029940128	0.074578981	-1.03988571	0.819953642	1	0
ENSG00000184752.12	NDUFA12	0.472540244	9	1	0.192379736	mashr_Brain_Hippocampus	0.57607414	mashr_Spleen	7.05512262	2.27E-17	7.05512262	-1.303571463	-0.559128332	-0.809267218	0.213321183	1	0
ENSG00000170142.11	UBE2E1	0.472550263	7	1	0.278439124	mashr_Spleen	0.645958611	mashr_Brain_Cortex	5.191509841	1.43E-34	5.191509841	-0.641304374	1.083832383	0.128844538	0.744521789	1	0
ENSG00000137601.16	NEK1	0.47260432	11	1	0.374514633	mashr_Spleen	0.694250717	mashr_Pituitary	10.16901307	2.58E-17	10.16901307	-0.420560747	0.888048556	0.659335347	0.383434468	1	0
ENSG00000058600.15	POLR3E	0.472666986	10	1	0.396950676	mashr_Brain_Amygdala	0.778939161	mashr_Brain_Cortex	8.947697055	2.61E-17	8.947697055	-0.847079741	-0.280701756	-0.670930354	0.145453095	1	0
ENSG00000183665.5	TRMT12	0.472686434	11	1	0.153532383	mashr_Spleen	0.751128184	mashr_Brain_Cortex	4.87071117	6.02E-18	4.87071117	0.317152113	1.42716485	0.499427865	0.314080752	1	0
ENSG00000204348.9	DXO	0.472795539	10	1	0.311625169	mashr_Brain_Hippocampus	0.813760979	mashr_Brain_Cortex	8.955894973	3.41E-17	8.955894973	-1.011817818	-0.235576928	-0.673510064	0.244262695	1	0
ENSG00000186132.14	C2orf76	0.472828193	9	1	0.08791098	mashr_Pituitary	0.969979172	mashr_Brain_Substantia_nigra	3.98023318	8.60E-18	3.98023318	-1.706521749	0.039999999	-0.466034552	0.556565577	1	0
ENSG00000197077.13	KIAA1671	0.472833667	5	1	0.060026761	mashr_Pituitary	0.881742751	mashr_Brain_Cortex	3.452404861	1.42E-16	3.452404861	-0.800000012	1.880596995	0.184506866	1.150409021	1	0
